Date,FT,Season,Time,Transect,Plants,Plants_name,Plants' status,Pollinators,Scientific_name,Scientificn,Sub species,Insect order,PN,Activity,,,
09-03-2023,IDH,Pre-monsoon,07:26,12,Acmella paniculata,A. paniculata,Native,Indian Cabbage White,Pieris canidia,P. canidia,,Lepidoptera,1,Nectaring,,,
09-03-2023,IDH,Pre-monsoon,07:26,12,Mussaenda roxburghii,M. roxburghii,Native,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,2,Nectaring,,,
09-03-2023,IDH,Pre-monsoon,07:45,11,,,,Punchinello,Zemeros flegyas,Z. flegyas,,Lepidoptera,1,Flying,,,
09-03-2023,IDH,Pre-monsoon,07:45,11,,,,Great Orange Tip,Hebomoia glaucippe,H. glaucippe,,Lepidoptera,1,Flying,,,
09-03-2023,IDH,Pre-monsoon,07:45,11,Citrus limon,C. limon,Native,Pea Blue,Lampides boeticus,L. boeticus,,Lepidoptera,1,Nectaring,,,
09-03-2023,IDH,Pre-monsoon,08:08,10,,,,Striped Tiger,Danaus genutia,D. genutia,,Lepidoptera,1,Flying,,,
09-03-2023,IDH,Pre-monsoon,08:08,10,Ageratina adenophora,A. adenophora,Invasive,Pea Blue,Lampides boeticus,L. boeticus,,Lepidoptera,1,Nectaring,,,
09-03-2023,IDH,Pre-monsoon,08:08,10,Ageratina adenophora,A. adenophora,Invasive,Indian Cabbage White,Pieris canidia,P. canidia,,Lepidoptera,1,Nectaring,,,
10-03-2023,IDH,Pre-monsoon,08:08,10,Ageratina adenophora,A. adenophora,Invasive,Eristalinus sp.,Eristalinus sp.,Eristalinus sp.,,Diptera,6,Nectaring,,,
10-03-2023,IDH,Pre-monsoon,08:08,10,Ageratina adenophora,A. adenophora,Invasive,Chocolate Tiger,Parantica melaneus,P. melaneus,,Lepidoptera,1,Nectaring,,,
10-03-2023,IDH,Pre-monsoon,08:08,10,Ageratina adenophora,A. adenophora,Invasive,Asarkina sp.,Asarkina sp.,Asarkina sp.,,Diptera,4,Nectaring,,,
10-03-2023,IDH,Pre-monsoon,08:08,10,Ageratina adenophora,A. adenophora,Invasive,Indian Cabbage White,Pieris canidia,P. canidia,,Lepidoptera,1,Nectaring,,,
10-03-2023,IDH,Pre-monsoon,08:08,10,Ageratina adenophora,A. adenophora,Invasive,Episyrphus sp.,Episyrphus sp.,Episyrphus sp.,,Diptera,4,Nectaring,,,
10-03-2023,IDH,Pre-monsoon,08:08,10,Ageratina adenophora,A. adenophora,Invasive,Pea Blue,Lampides boeticus,L. boeticus,,Lepidoptera,1,Nectaring,,,
10-03-2023,IDH,Pre-monsoon,08:08,10,Ageratina adenophora,A. adenophora,Invasive,Chestnut Tiger,Parantica sita,P. sita,,Lepidoptera,1,Nectaring,,,
10-03-2023,IDH,Pre-monsoon,08:08,10,Ageratina adenophora,A. adenophora,Invasive,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Nectaring,,,
10-03-2023,IDH,Pre-monsoon,08:08,10,Ageratina adenophora,A. adenophora,Invasive,Megachile sp.,Megachile sp.,Megachile sp.,,Hymenoptera,5,Nectaring,,,
10-03-2023,IDH,Pre-monsoon,08:08,10,Ageratina adenophora,A. adenophora,Invasive,Chocolate Pansy,Junonia iphita,J. iphita,,Lepidoptera,1,Nectaring,,,
10-03-2023,IDH,Pre-monsoon,08:08,10,Ageratina adenophora,A. adenophora,Invasive,Tachinid Flies,Tachinidae sp.,Tachinidae sp.,,Diptera,4,Nectaring,,,
10-03-2023,IDH,Pre-monsoon,08:31,9,Ageratum conyzoides,A. conyzoides,Invasive,Striped Blue Crow,Euploea mulciber,E. mulciber,,Lepidoptera,1,Nectaring,,,
10-03-2023,IDH,Pre-monsoon,08:31,9,Bidens pilosa,B. pilosa,Invasive,Indian Cabbage White,Pieris canidia,P. canidia,,Lepidoptera,1,Nectaring,,,
10-03-2023,IDH,Pre-monsoon,08:31,9,Acmella paniculata,A. paniculata,Native,Sphaerophoria sp.,Sphaerophoria sp.,Sphaerophoria sp.,,Diptera,4,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,08:31,9,Ageratum conyzoides,A. conyzoides,Invasive,Chestnut Tiger,Parantica sita,P. sita,,Lepidoptera,1,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,08:31,9,Ageratina adenophora,A. adenophora,Invasive,Indian Cabbage White,Pieris canidia,P. canidia,,Lepidoptera,1,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,09:00,7,Ageratina adenophora,A. adenophora,Invasive,Asarkina sp.,Asarkina sp.,Asarkina sp.,,Diptera,8,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,09:00,7,Alternanthera sessilis,A. sessilis,Invasive,Betasyrphus sp.,Betasyrphus sp.,Betasyrphus sp.,,Diptera,3,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,09:00,7,Ageratina adenophora,A. adenophora,Invasive,Chestnut Tiger,Parantica sita,P. sita,,Lepidoptera,1,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,09:00,7,Ageratina adenophora,A. adenophora,Invasive,Chocolate Pansy,Junonia iphita,J. iphita,,Lepidoptera,1,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,09:00,7,Ageratina adenophora,A. adenophora,Invasive,Eristalis sp.,Eristalis sp.,Eristalis sp.,,Diptera,4,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,09:00,7,Ageratina adenophora,A. adenophora,Invasive,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,photo,,
11-03-2023,IDH,Pre-monsoon,09:00,7,Ageratina adenophora,A. adenophora,Invasive,Chocolate Tiger,Parantica melaneus,P. melaneus,,Lepidoptera,1,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,09:00,7,Ageratina adenophora,A. adenophora,Invasive,Tetragonula sp.,Tetragonula sp.,Tetragonula sp.,,Hymenoptera,6,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,09:00,7,Ageratina adenophora,A. adenophora,Invasive,Indian Cabbage White,Pieris canidia,P. canidia,,Lepidoptera,1,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,09:00,7,Ageratina adenophora,A. adenophora,Invasive,Asarkina sp.,Asarkina sp.,Asarkina sp.,,Diptera,2,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,09:00,7,Ageratina adenophora,A. adenophora,Invasive,Indian Cabbage White,Pieris canidia,P. canidia,,Lepidoptera,1,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,09:00,7,Alternanthera sessilis,A. sessilis,Invasive,Himalayan Green-Veined White,Pieris melete ajaka,P. melete,,Lepidoptera,1,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,09:00,7,Alternanthera sessilis,A. sessilis,Invasive,Indian Cabbage White,Pieris canidia,P. canidia,,Lepidoptera,1,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,09:00,7,Ageratum conyzoides,A. conyzoides,Invasive,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,1,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,02:01,8,Citrus limon,C. limon,Native,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,02:01,8,Urena lobata,U. lobata,Native,Indian Cabbage White,Pieris canidia,P. canidia,,Lepidoptera,1,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,02:01,8,Ageratum conyzoides,A. conyzoides,Invasive,Dark Blue Tiger,Tirumala septentrionis,T. septentrionis,,Lepidoptera,1,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,02:30,5,Ageratum conyzoides,A. conyzoides,Invasive,Chocolate Tiger,Parantica melaneus,P. melaneus,,Lepidoptera,1,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,02:30,5,Ageratum conyzoides,A. conyzoides,Invasive,Chestnut Tiger,Parantica sita,P. sita,,Lepidoptera,1,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,02:30,5,,,,Striped Tiger,Danaus genutia,D. genutia,,Lepidoptera,1,Flying,,,
11-03-2023,IDH,Pre-monsoon,02:47,4,Ageratina adenophora,A. adenophora,Invasive,Chocolate Pansy,Junonia iphita,J. iphita,,Lepidoptera,1,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,02:47,4,Alternanthera sessilis,A. sessilis,Invasive,Chocolate Pansy,Junonia iphita,J. iphita,,Lepidoptera,1,Nectaring,,,
11-03-2023,IDH,Pre-monsoon,02:47,4,Ageratina adenophora,A. adenophora,Invasive,Himalayan Green-Veined White,Pieris melete ajaka,P. melete,,Lepidoptera,1,Nectaring,,,
12-03-2023,IDH,Pre-monsoon,08:30,1,Ageratina adenophora,A. adenophora,Invasive,Indian Cabbage White,Pieris canidia,P. canidia,,Lepidoptera,1,Nectaring,,,
12-03-2023,IDH,Pre-monsoon,08:30,1,Ageratina adenophora,A. adenophora,Invasive,Chocolate Pansy,Junonia iphita,J. iphita,,Lepidoptera,1,Nectaring,,,
12-03-2023,IDH,Pre-monsoon,08:55,3,Ageratina adenophora,A. adenophora,Invasive,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
12-03-2023,IDH,Pre-monsoon,08:55,3,Ageratina adenophora,A. adenophora,Invasive,Grey Pansy,Junonia atlites,J. atlites,,Lepidoptera,1,Nectaring,,,
12-03-2023,IDH,Pre-monsoon,08:55,3,Ageratina adenophora,A. adenophora,Invasive,Himalayan Purple Sapphire,Heliophorus epicles,H. epicles,,Lepidoptera,1,Nectaring,,,
12-03-2023,IDH,Pre-monsoon,09:25,4,Ageratina adenophora,A. adenophora,Invasive,Large Cabbage White,Pieris brassicae,P. brassicae,,Lepidoptera,1,Nectaring,,,
12-03-2023,IDH,Pre-monsoon,09:25,4,Alternanthera sessilis,A. sessilis,Invasive,Betasyrphus sp.,Betasyrphus sp.,Betasyrphus sp.,,Diptera,5,Nectaring,,,
12-03-2023,IDH,Pre-monsoon,10:15,5,Ageratum conyzoides,A. conyzoides,Invasive,Grey Pansy,Junonia atlites,J. atlites,,Lepidoptera,1,Nectaring,,,
12-03-2023,IDH,Pre-monsoon,10:15,5,Ageratum conyzoides,A. conyzoides,Invasive,Megachile sp.,Megachile sp.,Megachile sp.,,Hymenoptera,2,Nectaring,,,
12-03-2023,IDH,Pre-monsoon,10:43,7,Ageratum conyzoides,A. conyzoides,Invasive,Chestnut Tiger,Parantica sita,P. sita,,Lepidoptera,1,Nectaring,,,
12-03-2023,IDH,Pre-monsoon,10:43,7,Ageratum conyzoides,A. conyzoides,Invasive,Striped Blue Crow,Euploea mulciber,E. mulciber,,Lepidoptera,1,Nectaring,,,
12-03-2023,IDH,Pre-monsoon,10:43,7,Ageratina adenophora,A. adenophora,Invasive,Chestnut Tiger,Parantica sita,P. sita,,Lepidoptera,1,Nectaring,,,
13-03-2023,PF,Pre-monsoon,08:45,1,,,,Autumn Leaf,Doleschallia bisaltide,D. bisaltide,,Lepidoptera,1,Flying,,,
13-03-2023,PF,Pre-monsoon,08:45,1,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Basking,,,
13-03-2023,PF,Pre-monsoon,08:45,1,,,,Punchinello,Zemeros flegyas,Z. flegyas,,Lepidoptera,1,Flying,,,
13-03-2023,PF,Pre-monsoon,09:10,2,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Flying,,,
13-03-2023,PF,Pre-monsoon,09:10,2,,,,Chocolate Pansy,Junonia iphita,J. iphita,,Lepidoptera,1,Flying,,,
13-03-2023,PF,Pre-monsoon,09:35,3,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
13-03-2023,PF,Pre-monsoon,09:35,3,,,,Red Helen,Papilio helenus,P. helenus,,Lepidoptera,1,Flying,,,
13-03-2023,PF,Pre-monsoon,10:03,5,,,,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Flying,,,
13-03-2023,PF,Pre-monsoon,10:03,5,,,,Great Orange Tip,Hebomoia glaucippe,H. glaucippe,,Lepidoptera,1,Flying,,,
13-03-2023,PF,Pre-monsoon,10:25,4,,,,One Spot Grass Yellow,Eurema andersonii,E. andersonii,,Lepidoptera,2,Flying,,,
13-03-2023,PF,Pre-monsoon,10:25,4,Mussaenda roxburghii,M. roxburghii,Native,Great Orange Tip,Hebomoia glaucippe,H. glaucippe,,Lepidoptera,2,Nectaring,,,
13-03-2023,PF,Pre-monsoon,10:25,4,Mussaenda roxburghii,M. roxburghii,Native,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,,Nectaring,,,
13-03-2023,PF,Pre-monsoon,10:25,4,,,,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Flying,,,
13-03-2023,PF,Pre-monsoon,11:00,8,Capparis multiflora,C. multiflora,Native,Asarkina sp.,Asarkina sp.,Asarkina sp.,,Diptera,2,Nectaring,,,
13-03-2023,PF,Pre-monsoon,11:00,8,,,,Indian Red Admiral,Vanessa indica,V. indica,,Lepidoptera,1,Flying,,,
13-03-2023,PF,Pre-monsoon,11:27,6,,,,Common Five Ring,Ypthima baldus,Y. baldus,,Lepidoptera,1,Flying,,,
13-03-2023,PF,Pre-monsoon,11:27,6,,,,Striped Tiger,Danaus genutia,D. genutia,,Lepidoptera,1,Flying,,,
13-03-2023,PF,Pre-monsoon,11:48,7,Justicia vasculosa,J. vasculosa,Native,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,4,Nectaring,,,
13-03-2023,PF,Pre-monsoon,11:48,7,Lepisanthes senegalensis,L. senegalensis,Native,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,2,Nectaring,,,
13-03-2023,PF,Pre-monsoon,12:01,9,,,,Red Lacewing,Cethosia biblis,C. biblis,,Lepidoptera,1,Flying,,,
13-03-2023,PF,Pre-monsoon,12:01,9,,,,Striped Blue Crow,Euploea mulciber,E. mulciber,,Lepidoptera,1,Flying,,,
13-03-2023,PF,Pre-monsoon,12:01,9,Capparis multiflora,C. multiflora,Native,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Nectaring,,,
13-03-2023,PF,Pre-monsoon,12:01,9,Capparis multiflora,C. multiflora,Native,Asarkina sp.,Asarkina sp.,Asarkina sp.,,Diptera,2,Nectaring,,,
13-03-2023,PF,Pre-monsoon,12:01,9,Capparis multiflora,C. multiflora,Native,Sphaerophoria sp.,Sphaerophoria sp.,Sphaerophoria sp.,,Diptera,3,Nectaring,,,
13-03-2023,PF,Pre-monsoon,12:01,9,Capparis multiflora,C. multiflora,Native,Betasyrphus sp.,Betasyrphus sp.,Betasyrphus sp.,,Diptera,1,Nectaring,,,
13-03-2023,PF,Pre-monsoon,12:01,9,Lepisanthes senegalensis,L. senegalensis,Native,Tetragonula sp.,Tetragonula sp.,Tetragonula sp.,,Hymenoptera,2,Nectaring,,,
13-03-2023,PF,Pre-monsoon,12:01,9,Lepisanthes senegalensis,L. senegalensis,Native,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,2,Nectaring,,,
13-03-2023,IDH,Pre-monsoon,03:00,7,Ageratina adenophora,A. adenophora,Invasive,Himalayan Green-Veined White,Pieris melete ajaka,P. melete,,Lepidoptera,1,Nectaring,,,
13-03-2023,IDH,Pre-monsoon,03:00,7,Ageratina adenophora,A. adenophora,Invasive,Asarkina sp.,Asarkina sp.,Asarkina sp.,,Diptera,2,Nectaring,,,
13-03-2023,IDH,Pre-monsoon,03:00,7,,,,Chocolate Tiger,Parantica melaneus,P. melaneus,,Lepidoptera,1,Flying,,,
13-03-2023,IDH,Pre-monsoon,03:00,7,,,,Striped Tiger,Danaus genutia,D. genutia,,Lepidoptera,1,Flying,,,
13-03-2023,IDH,Pre-monsoon,03:00,7,,,,Indian Cabbage White,Pieris canidia,P. canidia,,Lepidoptera,1,Flying,,,
13-03-2023,IDH,Pre-monsoon,03:25,8,Ageratina adenophora,A. adenophora,Invasive,Asarkina sp.,Asarkina sp.,Asarkina sp.,,Diptera,4,Nectaring,,,
13-03-2023,IDH,Pre-monsoon,03:25,8,Ageratina adenophora,A. adenophora,Invasive,Sphaerophoria sp.,Sphaerophoria sp.,Sphaerophoria sp.,,Diptera,10,Nectaring,,,
13-03-2023,IDH,Pre-monsoon,03:25,8,Ageratina adenophora,A. adenophora,Invasive,Tetragonula sp.,Tetragonula sp.,Tetragonula sp.,,Hymenoptera,12,Nectaring,,,
13-03-2023,IDH,Pre-monsoon,03:45,12,,,,One Spot Grass Yellow,Eurema andersonii,E. andersonii,,Lepidoptera,1,Flying,,,
13-03-2023,IDH,Pre-monsoon,03:45,12,,,,Indian Cabbage White,Pieris canidia,P. canidia,,Lepidoptera,1,Flying,,,
13-03-2023,IDH,Pre-monsoon,04:02,13,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
13-03-2023,IDH,Pre-monsoon,04:02,13,,,,Common Three Ring,Ypthima asterope,Y. asterope,,Lepidoptera,1,Flying,,,
13-03-2023,IDH,Pre-monsoon,04:02,13,,,,Himalayan Green-Veined White,Pieris melete ajaka,P. melete,,Lepidoptera,1,Flying,,,
14-03-2023,PF,Pre-monsoon,08:30,7,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Flying,,,
14-03-2023,PF,Pre-monsoon,08:30,7,,,,Common Gull,Cepora nerissa,C. nerissa,,Lepidoptera,1,Flying,,,
14-03-2023,PF,Pre-monsoon,08:55,8,,,,Great Orange Tip,Hebomoia glaucippe,H. glaucippe,,Lepidoptera,1,Flying,,,
14-03-2023,PF,Pre-monsoon,08:55,8,,,,One Spot Grass Yellow,Eurema andersonii,E. andersonii,,Lepidoptera,1,Flying,,,
14-03-2023,PF,Pre-monsoon,08:20,9,,,,Red Lacewing,Cethosia biblis,C. biblis,,Lepidoptera,1,Flying,,,
14-03-2023,PF,Pre-monsoon,08:20,9,Justicia vasculosa,J. vasculosa,Native,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,2,Nectaring,,,
14-03-2023,PF,Pre-monsoon,08:20,9,Capparis multiflora,C. multiflora,Native,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
14-03-2023,PF,Pre-monsoon,08:20,9,,,,Himalayan Purple Sapphire,Heliophorus epicles,H. epicles,,Lepidoptera,1,Flying,,,
14-03-2023,PF,Pre-monsoon,08:20,9,,,,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Flying,,,
14-03-2023,PF,Pre-monsoon,09:01,10,Capparis multiflora,C. multiflora,Native,Asarkina sp.,Asarkina sp.,Asarkina sp.,,Diptera,4,Nectaring,,,
14-03-2023,PF,Pre-monsoon,09:01,10,Capparis multiflora,C. multiflora,Native,Betasyrphus sp.,Betasyrphus sp.,Betasyrphus sp.,,Diptera,2,Nectaring,,,
14-03-2023,PF,Pre-monsoon,09:01,10,Capparis multiflora,C. multiflora,Native,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,1,Nectaring,,,
14-03-2023,PF,Pre-monsoon,09:30,11,,,,Red Lacewing,Cethosia biblis,C. biblis,,Lepidoptera,1,Flying,,,
14-03-2023,PF,Pre-monsoon,09:30,11,,,,Common Mormon,Papilio polytes,P. polytes,,Lepidoptera,1,Flying,,,
14-03-2023,PF,Pre-monsoon,09:30,11,,,,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Flying,,,
14-03-2023,PF,Pre-monsoon,09:51,12,Justicia vasculosa,J. vasculosa,Native,Spotted Snow Flat,Tagiades menaka,T. menaka,,Lepidoptera,1,Nectaring,,,
14-03-2023,IDH,Pre-monsoon,02:45,7,Ageratina adenophora,A. adenophora,Invasive,Indian Cabbage White,Pieris canidia,P. canidia,,Lepidoptera,1,Nectaring,,,
14-03-2023,IDH,Pre-monsoon,02:45,7,,,,Great Mormon,Papilio memnon,P. memnon,,Lepidoptera,4,Flying,,,
14-03-2023,IDH,Pre-monsoon,03:10,9,,,,Common Five Ring,Ypthima baldus,Y. baldus,,Lepidoptera,1,Flying,,,
14-03-2023,IDH,Pre-monsoon,03:30,8,Ageratina adenophora,A. adenophora,Invasive,Asarkina sp.,Asarkina sp.,Asarkina sp.,,Diptera,3,Nectaring,,,
14-03-2023,IDH,Pre-monsoon,03:30,8,Ageratina adenophora,A. adenophora,Invasive,Tetragonula sp.,Tetragonula sp.,Tetragonula sp.,,Hymenoptera,2,Nectaring,,,
14-03-2023,IDH,Pre-monsoon,03:30,8,Ageratina adenophora,A. adenophora,Invasive,Himalayan Green-Veined White,Pieris melete ajaka,P. melete,,Lepidoptera,2,Nectaring,,,
14-03-2023,IDH,Pre-monsoon,03:43,13,Ageratina adenophora,A. adenophora,Invasive,Indian Cabbage White,Pieris canidia,P. canidia,,Lepidoptera,5,Nectaring,,,
14-03-2023,IDH,Pre-monsoon,03:43,13,Ageratina adenophora,A. adenophora,Invasive,Tetragonula sp.,Tetragonula sp.,Tetragonula sp.,,Hymenoptera,10,Nectaring,,,
14-03-2023,IDH,Pre-monsoon,03:43,13,Ageratum conyzoides,A. conyzoides,Invasive,Chestnut Tiger,Parantica sita,P. sita,,Lepidoptera,2,Nectaring,,,
14-11-2023,IDH,Post-monsoon,04:10,8,Persicaria chinensis,P. chinensis,Native,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Nectaring,,,
14-11-2023,IDH,Post-monsoon,04:10,8,Persicaria chinensis,P. chinensis,Native,Common Three Ring,Ypthima asterope,Y. asterope,,Lepidoptera,1,Nectaring,,,
14-11-2023,IDH,Post-monsoon,04:10,8,Persicaria chinensis,P. chinensis,Native,Magpie Crow,Euploea radamanthus,E. radamanthus,,Lepidoptera,1,Nectaring,,,
14-11-2023,IDH,Post-monsoon,04:10,8,Urena lobata,U. lobata,Native,Common Grass Yellow,Eurema hecabe,E. hecabe,,Lepidoptera,1,Nectaring,,,
15-11-2023,IDH,Post-monsoon,08:05,12,Mikania micrantha,M. micrantha,Invasive,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,2,Nectaring,,,
15-11-2023,IDH,Post-monsoon,08:05,12,Mikania micrantha,M. micrantha,Invasive,Small Branded Swift,Pelopidas mathias,P. mathias,,Lepidoptera,1,Nectaring,,,
15-11-2023,IDH,Post-monsoon,08:05,12,Urena lobata,U. lobata,Native,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
15-11-2023,IDH,Post-monsoon,08:05,12,Urena lobata,U. lobata,Native,Common Sailer,Neptis hylas,N. hylas,,Lepidoptera,1,Nectaring,,,
15-11-2023,IDH,Post-monsoon,08:45,3,Pseuderanthemum sp.,Pseuderanthemum sp.,Native,Amegilla calceifera,Amegilla calceifera,A. calceifera,,Hymenoptera,2,Nectaring,,,
15-11-2023,IDH,Post-monsoon,08:45,3,Bidens pilosa,B. pilosa,Invasive,Apis cerana indica,Apis cerana indica,A. cerana,,Hymenoptera,2,Nectaring,,,
15-11-2023,IDH,Post-monsoon,09:10,2,Persicaria chinensis,P. chinensis,Native,Megachile sp.,Megachile sp.,Megachile sp.,,Hymenoptera,4,Nectaring,,,
15-11-2023,IDH,Post-monsoon,09:10,2,Persicaria chinensis,P. chinensis,Native,Lepidotrigona arcifera,Lepidotrigona arcifera,L. arcifera,,Hymenoptera,2,Nectaring,,,
15-11-2023,IDH,Post-monsoon,09:10,2,Persicaria chinensis,P. chinensis,Native,Small Branded Swift,Pelopidas mathias,P. mathias,,Lepidoptera,1,Nectaring,,,
15-11-2023,IDH,Post-monsoon,09:35,3,Isodon coetsa,I. coetsa,Native,Bombyliidae sp.,Bombyliidae sp.,Bombyliidae sp.,,Diptera,7,Nectaring,,,
15-11-2023,IDH,Post-monsoon,09:35,3,Persicaria chinensis,P. chinensis,Native,Punchinello,Zemeros flegyas,Z. flegyas,,Lepidoptera,1,Nectaring,,,
15-11-2023,IDH,Post-monsoon,09:35,3,Persicaria chinensis,P. chinensis,Native,Common Sailer,Neptis hylas,N. hylas,,Lepidoptera,1,Nectaring,,,
16-11-2023,IDH,Post-monsoon,08:00,8,Isodon coetsa,I. coetsa,Native,Pea Blue,Lampides boeticus,L. boeticus,,Lepidoptera,1,Nectaring,,,
16-11-2023,IDH,Post-monsoon,08:00,8,Isodon coetsa,I. coetsa,Native,Bombyliidae sp.,Bombyliidae sp.,Bombyliidae sp.,,Diptera,6,Nectaring,,,
16-11-2023,IDH,Post-monsoon,08:00,8,Urena lobata,U. lobata,Native,Yellow Orange Tip,Ixias pyrene,I. pyrene,,Lepidoptera,1,Nectaring,,,
16-11-2023,IDH,Post-monsoon,08:00,8,Isodon coetsa,I. coetsa,Native,Lesser Gull,Cepora nadina,C. nadina,,Lepidoptera,1,Nectaring,,,
16-11-2023,IDH,Post-monsoon,08:25,5,Persicaria chinensis,P. chinensis,Native,Large Yeoman,Cirrochroa aoris,C. aoris,,Lepidoptera,1,Nectaring,,,
16-11-2023,IDH,Post-monsoon,08:25,5,Persicaria chinensis,P. chinensis,Native,Megachile sp.,Megachile sp.,Megachile sp.,,Hymenoptera,2,Nectaring,,,
16-11-2023,IDH,Post-monsoon,08:25,5,Isodon coetsa,I. coetsa,Native,Apis dorsata,Apis dorsata,A. dorsata,,Hymenoptera,2,Nectaring,,,
16-11-2023,PF,Post-monsoon,09:05,13,Thunbergia coccinea,T. coccinea,Native,Great Orange Tip,Hebomoia glaucippe,H. glaucippe,,Lepidoptera,2,Nectaring,,,
16-11-2023,PF,Post-monsoon,09:05,13,Thunbergia coccinea,T. coccinea,Native,Great Orange Tip,Hebomoia glaucippe,H. glaucippe,,Lepidoptera,1,Nectaring,,,
16-11-2023,PF,Post-monsoon,09:05,13,Thunbergia coccinea,T. coccinea,Native,Pale Wanderer,Pareronia avatar,P. avatar,,Lepidoptera,2,Nectaring,,,
18-11-2023,IDH,Post-monsoon,09:25,10,Ageratum conyzoides,A. conyzoides,Invasive,Lepidotrigona arcifera,Lepidotrigona arcifera,L. arcifera,,Hymenoptera,2,Nectaring,,,
18-11-2023,IDH,Post-monsoon,09:25,10,Persicaria chinensis,P. chinensis,Native,Lepidotrigona arcifera,Lepidotrigona arcifera,L. arcifera,,Hymenoptera,1,Nectaring,,,
18-11-2023,IDH,Post-monsoon,09:25,10,Isodon coetsa,I. coetsa,Native,Apis dorsata,Apis dorsata,A. dorsata,,Hymenoptera,2,Nectaring,,,
19-11-2023,IDH,Post-monsoon,10:10,5,Persicaria chinensis,P. chinensis,Native,Punchinello,Zemeros flegyas,Z. flegyas,,Lepidoptera,4,Nectaring,,,
19-11-2023,IDH,Post-monsoon,10:10,5,Persicaria chinensis,P. chinensis,Native,Lepidotrigona arcifera,Lepidotrigona arcifera,L. arcifera,,Hymenoptera,6,Nectaring,,,
19-11-2023,IDH,Post-monsoon,10:10,5,Persicaria chinensis,P. chinensis,Native,Magpie Crow,Euploea radamanthus,E. radamanthus,,Lepidoptera,1,Nectaring,,,
19-11-2023,IDH,Post-monsoon,10:10,5,Persicaria chinensis,P. chinensis,Native,Punchinello,Zemeros flegyas,Z. flegyas,,Lepidoptera,1,Nectaring,,,
19-11-2023,IDH,Post-monsoon,10:10,5,Persicaria chinensis,P. chinensis,Native,Glassy Tiger,Parantica aglea,P. aglea,,Lepidoptera,1,Nectaring,,,
19-11-2023,IDH,Post-monsoon,10:10,5,Persicaria chinensis,P. chinensis,Native,Common Sailer,Neptis hylas,N. hylas,,Lepidoptera,1,Nectaring,,,
19-11-2023,IDH,Post-monsoon,11:00,7,Isodon coetsa,I. coetsa,Native,Small Branded Swift,Pelopidas mathias,P. mathias,,Lepidoptera,1,Nectaring,,,
